,Participant,Narrative,RE,Discourse,Order,Accessibility,Right_Hand_Movement_Amplitude,Left_Hand_Movement_Amplitude,Left_S_to_W_Distance_Change,Right_S_to_W_Distance_Change,Duration
558,23.0,2,KEDİ,Re-introduction,8,0.0,0.4055124018683716,0.439362386068051,0.1274864419562641,0.0913493234724369,0.62
559,23.0,2,KEDİ,Re-introduction,10,1.0,0.1795948580654386,0.1968357160149239,0.06659815993942099,0.0382954400339634,0.28
560,23.0,2,KEDİ,Re-introduction,16,1.0,0.3073360236536971,0.32970227813761893,0.1452112645153173,0.07787557921161263,0.62
561,23.0,3,FARE,Introduction,7,-2.0,0.3854250629126653,0.4409341669426506,0.08578877157945827,0.06543169866673414,0.54
562,23.0,3,FARE,Re-introduction,15,1.0,0.3929229522495777,0.4114812168533034,0.1030724403215115,0.06554691081223746,0.46
563,23.0,3,KEDİ,Re-introduction,24,1.0,0.2042072893192508,0.22058681291045582,0.08459927633764554,0.0644443482058029,0.44
564,23.0,4,FARE,Introduction,4,-1.0,0.5969584312759705,0.673735802831476,0.1748004059474592,0.1009887280132534,0.74
565,23.0,4,FARE,Re-introduction,7,1.0,0.6729205678732234,0.6880248679399728,0.1962724960989582,0.12563493008090904,1.12
566,23.0,4,FARE,Re-introduction,10,1.0,0.8154870948409283,0.8688531543220948,0.21193047204399967,0.13325081425875135,1.34
567,23.0,4,KEDİ,Introduction,1,1.0,0.43604371114796625,0.46753193067454596,0.19096263645684,0.09552309926239394,1.1
568,23.0,4,KEDİ,Re-introduction,16,0.0,0.2715755354744105,0.2983346960669127,0.06125986353725036,0.055297461839374666,0.44
569,23.0,4,KEDİ,Re-introduction,21,0.0,0.4719605094366967,0.5410390971942327,0.17022984490714316,0.14409480123549012,0.78
570,23.0,5,FARE,Introduction,9,-1.0,0.3420128657385597,0.3890676699001492,0.16679824893113965,0.09944532503060528,0.96
571,23.0,5,FARE,Re-introduction,14,0.0,0.6559446387003265,0.7002423674845398,0.12201954338650867,0.141752857330277,0.62
572,23.0,5,FARE,Re-introduction,16,1.0,0.4483305690049669,0.4947325215873436,0.15486321188776805,0.1148500678668981,0.58
573,23.0,5,FARE,Re-introduction,20,1.0,0.4164103186586843,0.4517571274544419,0.14314948563273996,0.1283207608952383,0.54
574,23.0,5,FARE,Re-introduction,27,1.0,0.2801681156005032,0.3044148300793461,0.05957137416448736,0.06360462148316741,0.44
575,23.0,5,KEDİ,Introduction,1,1.0,0.3644890373490635,0.3926285954562504,0.14136412211271582,0.09299215463544733,1.02
576,23.0,5,KEDİ,Maintenance,8,4.0,0.1791402756786503,0.19341614099151522,0.03510781405438014,0.03677482540882675,0.26
577,23.0,5,KEDİ,Re-introduction,7,1.0,0.5361888597171047,0.5784820352192563,0.15294232690922,0.1259484367706154,0.5
578,23.0,5,KEDİ,Re-introduction,10,1.0,0.2102882056836189,0.2336040412286582,0.08759010111425405,0.07311470008439938,0.32
579,23.0,5,KEDİ,Re-introduction,15,1.0,0.5965423557030063,0.6444842011451302,0.2302126809034332,0.20811763711024941,0.44
580,23.0,5,KEDİ,Re-introduction,24,0.0,0.23026206653400821,0.2734749564062856,0.08758308409168719,0.0598850387084334,0.3
581,23.0,6,FARE,Introduction,1,1.0,0.32140823141501446,0.364089698513425,0.10332884936103069,0.06787825125446459,0.8
582,23.0,6,FARE,Re-introduction,7,0.0,0.4845753307894612,0.5273244749768882,0.16007976548921554,0.13332230656321514,0.64
583,23.0,6,FARE,Re-introduction,19,0.0,0.25313833095879573,0.2781839680563912,0.07355803931661781,0.05086488420410048,0.4
584,23.0,6,KEDİ,Introduction,3,0.0,1.2347048330269108,1.3430760154137853,0.26010973828971334,0.2007705828122628,1.44
585,23.0,6,KEDİ,Re-introduction,9,1.0,0.7994925838881647,0.8528758197641786,0.1334622521555011,0.1159751319953718,0.42000000000000004
586,23.0,7,KEDİ,Introduction,1,1.0,0.2582014103239822,0.2760881860677689,0.039887586926210604,0.05503906737630117,0.14
587,23.0,7,KEDİ,Re-introduction,5,1.0,0.8294529669519052,0.8782155331036461,0.1266846789967625,0.230540764683569,0.52
588,23.0,7,KEDİ,Re-introduction,7,1.0,0.3786691427606181,0.40861464004066,0.1536356620295571,0.0815280580157304,0.62
589,23.0,7,KEDİ,Re-introduction,16,0.0,0.3593878706262015,0.3889949594212473,0.0903672504046015,0.06594059476248809,0.38000000000000006
590,23.0,8,FARE,Introduction,2,0.0,0.4152032730976234,0.421154424171578,0.0626744073245404,0.0586195162347413,0.3
591,23.0,8,FARE,Re-introduction,13,1.0,0.8323074337730619,0.8805734883359079,0.2103213586150324,0.15661370053359647,0.78
592,23.0,8,FARE,Re-introduction,17,1.0,0.5474708499610237,0.572219621146982,0.2107793396052441,0.15320083940262488,1.12
593,23.0,8,KEDİ,Introduction,3,-1.0,0.4919518499971904,0.5300899329392149,0.17369319456311294,0.14225423647685312,0.72
594,23.0,8,KEDİ,Re-introduction,11,1.0,0.6547456630527309,0.6826842271379875,0.1677160160383155,0.14786829849251204,0.52
595,23.0,8,KEDİ,Re-introduction,15,1.0,0.5624750330712893,0.6234286212664688,0.1360942154974041,0.1552506453678493,0.6
596,23.0,8,KEDİ,Re-introduction,20,1.0,0.18332721972349741,0.2030799824725347,0.0803808699337545,0.0550629908089973,0.42000000000000004
597,23.0,9,FARE,Introduction,2,0.0,1.5012635115064716,1.6154027587900133,0.26784346308567225,0.2055660661972693,0.32
598,23.0,9,FARE,Re-introduction,10,1.0,0.9898491864433371,1.1082452891321732,0.2898592005666878,0.3238786018079985,0.32
599,23.0,9,FARE,Re-introduction,15,0.0,1.0016522152547922,1.0836393780754405,0.35711832434385665,0.31085574346886774,0.7
600,23.0,9,KEDİ,Introduction,1,1.0,0.6087059934714523,0.6565372756571008,0.1453883388450843,0.10065928907400987,0.46
601,23.0,9,KEDİ,Re-introduction,4,2.0,0.1210760713487129,0.1370926436639352,0.03826907042858055,0.060057520708153095,0.28
602,23.0,9,KEDİ,Re-introduction,11,0.0,0.3498966394024783,0.3709272296146424,0.14773131505305834,0.1001200934233123,0.8400000000000001
603,23.0,9,KEDİ,Re-introduction,18,1.0,0.7005278947171502,0.7732945912126371,0.2709098575684838,0.1815426942488752,0.92
604,23.0,10,FARE,Introduction,1,1.0,2.584593279075614,2.745375541689657,0.5818206709627851,0.38340962197528455,4.66
605,23.0,10,FARE,Maintenance,3,3.0,0.4832043022619138,0.5258400259344518,0.15963769601389546,0.1000261608647167,1.0
606,23.0,10,FARE,Re-introduction,5,1.0,0.3133305220213376,0.3374239560797294,0.13326835082304028,0.0922001664199331,0.68
607,23.0,10,KEDİ,Introduction,4,-1.0,0.5208987397221344,0.5698704746418953,0.1360794135539486,0.1332817098858421,0.4
608,23.0,10,KEDİ,Maintenance,14,5.0,0.5025890514978337,0.554445572822813,0.0830007855068261,0.0606818898710123,0.4
609,23.0,10,KEDİ,Re-introduction,6,1.0,0.2188278228178955,0.2284096002654633,0.0342772422132556,0.04076719916309834,0.32
610,23.0,10,KEDİ,Re-introduction,12,1.0,0.8546844628355603,0.915606737764744,0.2073023840556264,0.17734139252520675,0.62
611,23.0,10,KEDİ,Re-introduction,18,1.0,0.39302642667680737,0.4400616536530575,0.06051002161062659,0.07330203778162919,0.48
612,24.0,1,FARE,Introduction,1,0.0,1.5334102571492567,1.6474294201234339,0.40318402120814273,0.34981447848877306,1.32
613,24.0,1,FARE,Re-introduction,6,0.0,0.54274902417142,0.5784202508389225,0.14347151336816064,0.13096164150829784,0.62
614,24.0,1,FARE,Re-introduction,10,1.0,0.4971781790323666,0.5263877014840226,0.1492697990989354,0.103904698504333,0.54
615,24.0,1,FARE,Re-introduction,17,0.0,0.3797286661987675,0.3759390122203043,0.1630225416058129,0.1657552603764924,0.42000000000000004
616,24.0,1,KEDİ,Introduction,2,-1.0,0.9530113409435339,1.0339862854158288,0.2056765530733158,0.21918085746920848,0.94
617,24.0,1,KEDİ,Re-introduction,7,1.0,0.8453296544360808,0.8722122759584149,0.13034021413822636,0.1671514083248331,0.44
618,24.0,1,KEDİ,Re-introduction,11,2.0,0.5931904765479135,0.6558137977760257,0.16083923162645103,0.1387931941640391,0.62
619,24.0,1,KEDİ,Re-introduction,18,2.0,0.7170066429468134,0.7612998307929296,0.1873444175104511,0.2348286234596972,0.48
620,24.0,2,KEDİ,Introduction,1,0.0,0.5849160082931992,0.6182633506678357,0.17872278142519252,0.16879840840849794,0.58
621,24.0,2,KEDİ,Introduction,3,0.0,0.5456752289015773,0.564014261081386,0.12851681091563386,0.16931200451505543,0.48
622,24.0,2,KEDİ,Re-introduction,8,1.0,0.3001395713459885,0.3244859907603098,0.1224711232956473,0.10553273027782833,0.4
623,24.0,2,KEDİ,Re-introduction,10,1.0,0.5709826347722048,0.6270836421614099,0.13358198283211883,0.14988492369742726,0.58
624,24.0,2,KEDİ,Re-introduction,12,1.0,0.4041527397069949,0.4398658609675679,0.11243924300786,0.07439244603517794,0.36
625,24.0,2,KEDİ,Re-introduction,14,1.0,0.6048619146482345,0.6320162153902972,0.2775159043314177,0.2404111997295073,0.52
626,24.0,2,KEDİ,Re-introduction,18,1.0,0.7280092892971431,0.7580972743010175,0.2266501822326055,0.2546207867438015,0.7
627,24.0,2,KEDİ,Re-introduction,21,2.0,0.0806966114414394,0.0943063962767721,0.02586873492371307,0.024929525826260016,0.26
628,24.0,3,FARE,Introduction,4,-2.0,0.5813637816468626,0.6263844998784901,0.18654458479139951,0.13059608007770004,0.66
629,24.0,3,FARE,Re-introduction,6,1.0,0.6913829206007717,0.7499177416167911,0.1283709414581581,0.1974041484282642,0.44
630,24.0,3,FARE,Re-introduction,10,1.0,0.4799234662184075,0.5198957941295429,0.12471180803040771,0.12508452215592158,0.46
631,24.0,3,KEDİ,Introduction,3,-1.0,0.6105045696447602,0.6613884544093558,0.2280332222235601,0.3101580286706242,0.5
632,24.0,3,KEDİ,Maintenance,19,5.0,0.9577244795582934,1.0429676648155328,0.273192757328997,0.1635815281819957,0.96
633,24.0,3,KEDİ,Maintenance,20,5.0,0.539160331114281,0.5793959841992617,0.14594638704789795,0.18041287330043163,0.58
634,24.0,3,KEDİ,Re-introduction,6,1.0,1.3200265706640464,1.4028687480070605,0.40531888197414423,0.3329127790052828,1.14
635,24.0,3,KEDİ,Re-introduction,9,1.0,0.5585651799583452,0.5947335804199007,0.1684672480793317,0.1445732975693985,0.42000000000000004
636,24.0,3,KEDİ,Re-introduction,13,1.0,0.4049087181818835,0.46143156074196073,0.0697388442442375,0.0721359335886686,0.38
637,24.0,4,FARE,Introduction,5,-1.0,0.8610689153506844,0.9369394908001858,0.30183871282692676,0.2591354211875973,0.74
638,24.0,4,FARE,Re-introduction,8,1.0,0.6096675232771489,0.6450814686377484,0.14938048750972918,0.11842770064929929,0.58
639,24.0,4,FARE,Re-introduction,10,1.0,0.4526202897068866,0.48143954128504124,0.1248851406206812,0.111600028297454,0.38
640,24.0,4,FARE,Re-introduction,13,1.0,0.6028867021355057,0.6426248729132027,0.1323909514175297,0.10184992971323586,0.4
641,24.0,4,FARE,Re-introduction,17,1.0,0.686063746170579,0.7312538816817133,0.18878200250013744,0.14718209794394574,0.5
642,24.0,4,KEDİ,Introduction,2,0.0,0.7160028660476028,0.8054663564856264,0.18923429709083975,0.1446151025622712,0.78
643,24.0,4,KEDİ,Re-introduction,14,0.0,0.5885320809981132,0.6773810430148316,0.14870714904302074,0.16227723778339437,0.54
644,24.0,5,FARE,Introduction,6,-1.0,0.2583100535066618,0.2666066247506269,0.0948047237133929,0.0848144470246102,0.36
645,24.0,5,FARE,Re-introduction,10,1.0,0.4273537336463042,0.4799180714796621,0.13545559613773844,0.06199690793605166,0.5
646,24.0,5,KEDİ,Re-introduction,5,1.0,0.8604195977022984,0.9088846830800239,0.2741681452350419,0.2414675152955847,1.0
647,24.0,5,KEDİ,Re-introduction,13,1.0,0.4382773477442247,0.4659925089975271,0.1414100253476383,0.07077152627609865,0.48
648,24.0,5,KEDİ,Re-introduction,16,1.0,0.3575756667808998,0.3813272618261541,0.1020760634800579,0.09282842601535632,0.5
649,24.0,5,KEDİ,Re-introduction,18,1.0,0.3801716692559933,0.3961678371906905,0.14004154613952793,0.16164723647424284,0.68
650,24.0,6,FARE,Introduction,3,-1.0,1.2323537396605824,1.336564493896633,0.3520638621873136,0.32972950799758416,0.7
651,24.0,6,FARE,Re-introduction,7,1.0,0.771595253684636,0.8696115809795988,0.1392421337546664,0.20007474605934,0.9799999999999999
652,24.0,6,KEDİ,Re-introduction,5,1.0,0.46343502487065175,0.4899729831272587,0.1399936188339399,0.14386355151169922,0.5
653,24.0,6,KEDİ,Re-introduction,9,1.0,0.5179753119030549,0.5671527484254636,0.171102842529457,0.13096269706911623,0.56
654,24.0,6,KEDİ,Re-introduction,16,2.0,0.78463467579381,0.8690082282710856,0.15847582470462718,0.1527097018670443,0.44
655,24.0,8,FARE,Introduction,3,0.0,0.2123581255392969,0.2301473384527017,0.07380693851834864,0.0834912613421942,0.4
656,24.0,8,FARE,Re-introduction,6,2.0,0.5727921696809297,0.6020931886020388,0.1317693281154725,0.0891928251806416,0.48
657,24.0,8,FARE,Re-introduction,11,1.0,0.4589800950725899,0.5016565478034228,0.11306144084083238,0.0766631219820339,0.48
658,24.0,8,KEDİ,Introduction,1,1.0,0.24118404167265378,0.2741825078571944,0.0947845877962951,0.09539221145135324,0.66
659,24.0,8,KEDİ,Maintenance,2,4.0,0.562229147672292,0.5944034882551961,0.1201238674596326,0.1250353614271855,0.4
660,24.0,8,KEDİ,Re-introduction,5,2.0,0.48090934785138845,0.5010419090926479,0.14027146468769627,0.14645573001963766,0.52
661,24.0,8,KEDİ,Re-introduction,18,1.0,0.887745177882037,0.9794745159838338,0.27541875563645574,0.2643973621338911,0.9799999999999999
662,24.0,9,FARE,Introduction,2,0.0,0.5011075839529968,0.5679718977184876,0.13398200870917085,0.1420900524033402,0.48
663,24.0,9,FARE,Re-introduction,7,0.0,0.4536492687510745,0.4815424841458857,0.14609084296811387,0.13548438301444907,0.44
664,24.0,9,FARE,Re-introduction,11,1.0,0.4103065142315944,0.4859784078205072,0.10408123519365696,0.08404907071142538,0.52
665,24.0,9,KEDİ,Introduction,1,1.0,0.6747178678223971,0.7236470618311647,0.15295347602678155,0.17628156305694132,0.58
666,24.0,9,KEDİ,Re-introduction,3,2.0,0.4131528932866733,0.4327465039964294,0.07525673850386923,0.11871879323972863,0.44
667,24.0,9,KEDİ,Re-introduction,10,1.0,0.6798121788271815,0.7325860422567566,0.1673795572516396,0.2093211926343152,0.54
668,24.0,9,KEDİ,Re-introduction,12,1.0,0.6098990630846394,0.6455103996204159,0.1247361869240034,0.1365060112068075,0.36
669,24.0,10,FARE,Introduction,3,-1.0,0.6045893241472873,0.6663957446186698,0.16497870427466674,0.1395903554992432,0.8
670,24.0,10,FARE,Re-introduction,6,1.0,0.46425533737351127,0.5070446494316786,0.13487060232423964,0.12359006901591342,0.4
671,24.0,10,FARE,Re-introduction,9,1.0,0.5913425333165511,0.6511046155283333,0.1169166205743861,0.14895803610533764,0.62
672,24.0,10,KEDİ,Introduction,1,1.0,1.169677874432025,1.2379977120038137,0.34496208029360165,0.2714315829469536,0.9
673,24.0,10,KEDİ,Maintenance,16,5.0,0.6499739331312323,0.712753807914701,0.26019989404747307,0.20036315933330134,0.78
674,24.0,10,KEDİ,Maintenance,19,5.0,0.33708373730909735,0.3530925872284913,0.10460632429240191,0.0848013995618859,0.42000000000000004
675,24.0,10,KEDİ,Re-introduction,4,1.0,0.6548976549104366,0.709649614425689,0.1606334149513886,0.14920724715277084,0.46
676,24.0,10,KEDİ,Re-introduction,8,1.0,0.7589760561811897,0.7910362307357841,0.20795897659871337,0.19082079371239977,0.96
677,24.0,10,KEDİ,Re-introduction,12,1.0,0.670313135266705,0.7329069763175297,0.15911855585615733,0.1572910653232302,0.6
678,25.0,1,FARE,Introduction,1,0.0,0.7133869120066797,0.7466265734410278,0.22556103076222364,0.20216303955257692,1.22
679,25.0,1,FARE,Re-introduction,5,1.0,0.5072532507371859,0.5202878512549062,0.1245490158190483,0.0963119987191004,0.66
680,25.0,1,FARE,Re-introduction,11,0.0,0.7179857976711473,0.7439068086267094,0.22074587765701467,0.22868999439495638,0.8
681,25.0,1,KEDİ,Introduction,2,-1.0,0.6514762979427656,0.6806610484564479,0.260584084328468,0.13904711514733945,1.12
682,25.0,1,KEDİ,Maintenance,13,5.0,0.1550573729347883,0.1623644778276124,0.051267957508566046,0.09306178452034859,0.32
683,25.0,1,KEDİ,Re-introduction,7,0.0,0.2343652616546051,0.2341452626963123,0.0998167893627461,0.0679841054667582,0.38
684,25.0,1,KEDİ,Re-introduction,12,2.0,0.1920621331665948,0.1927308813981734,0.06579178823501565,0.0789719072982973,0.28
685,25.0,2,KEDİ,Introduction,3,0.0,0.13874451970685472,0.1616182635604845,0.0818070045535887,0.08796751599705477,0.38
686,25.0,3,FARE,Introduction,4,-2.0,0.2099745720278472,0.2155985675544346,0.06332545262349759,0.05347477270575591,0.36
687,25.0,3,FARE,Re-introduction,9,0.0,0.3326385240201791,0.38575736012683176,0.21150260845647184,0.14934130108081392,0.54
688,25.0,3,KEDİ,Introduction,5,-1.0,0.0738169575761576,0.07996004966234387,0.04287009296341911,0.02787379836673939,0.22
689,25.0,3,KEDİ,Re-introduction,11,1.0,0.1170836553277076,0.1118108285356175,0.0809918734889421,0.0789248058166897,0.22
690,25.0,4,FARE,Introduction,1,1.0,0.4839025943271477,0.5206214093975289,0.2279002520214646,0.1795090064101161,0.82
691,25.0,4,FARE,Re-introduction,3,2.0,0.1957231899718526,0.1958911855437493,0.0368406223052465,0.031184033249820598,0.18
692,25.0,4,KEDİ,Introduction,8,-1.0,0.53775185852678,0.6070014407859937,0.1752615603462126,0.16844545303921446,0.42000000000000004
693,25.0,4,KEDİ,Maintenance,11,5.0,0.12628075243918094,0.1442842717065532,0.0901387834135163,0.02811616921712167,0.28
694,25.0,5,FARE,Introduction,2,0.0,0.32029022024520437,0.3601223041650565,0.1274032445033496,0.07400886679621907,0.2
695,25.0,5,FARE,Re-introduction,6,1.0,0.4761302175134817,0.5235574448153442,0.12635795347995968,0.09194019239183593,0.5
696,25.0,5,FARE,Re-introduction,13,1.0,0.48542490733451527,0.5111151521461945,0.19781621035670682,0.09633542181236401,0.38
697,25.0,5,KEDİ,Introduction,1,1.0,1.2999296066752142,1.3645387279725025,0.28309118624224566,0.3298666072460511,1.02
698,25.0,5,KEDİ,Re-introduction,16,1.0,0.1696902144920835,0.1740137096820939,0.0821349456970714,0.0459719308531442,0.34
699,25.0,6,FARE,Introduction,1,1.0,0.9323042493517516,0.9636396355213036,0.22133061839632756,0.1472251712914611,0.9
700,25.0,6,FARE,Re-introduction,6,1.0,0.4388199843428776,0.4589101665213022,0.1383112847997957,0.148623024790669,0.38
701,25.0,6,FARE,Re-introduction,16,0.0,0.3389498588966205,0.3537068199882567,0.05392489048944688,0.0351114334911596,0.34
702,25.0,6,KEDİ,Introduction,4,0.0,0.1630920912789707,0.16687676075997002,0.0266347155827809,0.035954515778471995,0.18
703,25.0,6,KEDİ,Maintenance,15,5.0,0.0795434478595461,0.09267793348750009,0.07199878673937538,0.07176471545103957,0.36
704,25.0,6,KEDİ,Re-introduction,7,1.0,0.0985182079991633,0.1081110589912987,0.11378950876715443,0.09075372650898982,0.34
705,25.0,8,FARE,Introduction,2,0.0,0.5299464566997328,0.5367405340015995,0.21431954586480106,0.12943669977766817,0.48
706,25.0,8,KEDİ,Introduction,1,1.0,0.7151125451922851,0.769827262586675,0.21048300911795945,0.18113105542076904,0.56
707,25.0,8,KEDİ,Re-introduction,3,2.0,0.16145342633922705,0.1660141428452968,0.05739674140308523,0.056519476794776036,0.34
708,25.0,9,FARE,Introduction,2,0.0,0.7041287151734537,0.720558261263928,0.1313713851728695,0.1438074889856558,0.4
709,25.0,9,FARE,Re-introduction,6,1.0,0.13575792219481392,0.1362638350276903,0.040797166895745,0.03875783857281321,0.32
710,25.0,9,FARE,Re-introduction,13,1.0,0.61458077362029,0.6250354098566022,0.20384929387216452,0.1493915562946186,0.64
711,25.0,9,KEDİ,Introduction,1,1.0,0.866183123057943,0.908990398665364,0.2859994085678375,0.2576792652941928,1.06
712,25.0,9,KEDİ,Re-introduction,10,0.0,0.0975464809248395,0.10614687977967648,0.03992847135339088,0.0350021011779365,0.16
713,25.0,9,KEDİ,Re-introduction,12,1.0,0.3330189354574285,0.35531754909171787,0.07866166521726717,0.04041822156210128,0.28
714,25.0,10,FARE,Introduction,1,1.0,1.4190653249140404,1.4711816385783156,0.36947075448840233,0.383090971560686,1.9599999999999997
715,25.0,10,FARE,Re-introduction,5,1.0,0.3108195003526019,0.32604678497525497,0.061537325973678746,0.06564967282174822,0.36
716,25.0,10,KEDİ,Introduction,2,0.0,0.1541174769258945,0.1689352514944755,0.1084181924797811,0.07456841135281495,0.52
717,25.0,10,KEDİ,Re-introduction,6,1.0,0.242157139311034,0.2550601513752998,0.06949236808481919,0.07472258248019117,0.38
718,26.0,1,KEDİ,Introduction,2,-1.0,0.1061505866119299,0.1127215953810797,0.0633265346566686,0.02972815369549066,0.3
719,26.0,1,KEDİ,Re-introduction,8,0.0,0.8330887267937058,0.8850742949191553,0.3693769167484666,0.3034839379091503,0.78
720,26.0,2,KEDİ,Introduction,2,0.0,0.512903157162516,0.552925132375387,0.18208327171058772,0.0887735613168098,0.54
721,26.0,2,KEDİ,Re-introduction,4,2.0,0.2345744846549,0.2400681094674672,0.1513056060030356,0.07265199305967342,0.44
722,26.0,2,KEDİ,Re-introduction,9,2.0,0.25966994627093737,0.2717239496895105,0.13035452859575816,0.09442812455718506,0.56
723,26.0,3,KEDİ,Introduction,2,0.0,0.2759381173115855,0.2960243507105803,0.1378046380386484,0.1211922614179556,0.42000000000000004
724,26.0,3,KEDİ,Re-introduction,7,0.0,0.3480036809357906,0.3834436786993954,0.1839450601511853,0.1381030104281387,0.54
725,26.0,3,KEDİ,Re-introduction,9,1.0,0.33008185697670883,0.37460569889669637,0.1655450527042106,0.1365081032796702,0.2
726,26.0,3,KEDİ,Re-introduction,16,0.0,0.1349626448543854,0.1420197502691596,0.03066796730220501,0.057906305673822094,0.28
727,26.0,4,KEDİ,Introduction,9,-1.0,1.1052210042785224,1.2339463275434888,0.35635573372701235,0.24974023631271428,0.68
728,26.0,4,KEDİ,Re-introduction,14,1.0,0.2304771788320408,0.2522986201098235,0.1106947359671174,0.12195896247410422,0.44
729,26.0,4,KEDİ,Re-introduction,19,1.0,0.3362311703517303,0.3817608797404136,0.14040381897626944,0.13912403369622373,0.6
730,26.0,5,KEDİ,Introduction,1,1.0,0.8746573744305436,0.9440876091613957,0.2483172542957305,0.1702001638932938,0.56
731,26.0,5,KEDİ,Maintenance,16,5.0,0.1672313284384504,0.1969253682802116,0.0988320571269051,0.033676617417979796,0.16
732,26.0,5,KEDİ,Re-introduction,9,1.0,0.4155887191396922,0.43157021471451107,0.19091003593605452,0.1801023634017688,0.38
733,26.0,5,KEDİ,Re-introduction,12,1.0,0.3155427382504403,0.3572143751052989,0.1722594700831254,0.0935462796791527,0.26
734,26.0,5,KEDİ,Re-introduction,14,1.0,0.15010951442718826,0.1504970423084813,0.10133564969372423,0.096179623894229,0.28
735,26.0,5,KEDİ,Re-introduction,18,2.0,0.32036705709293983,0.3551209353591553,0.05512606404352975,0.0469457423825069,0.3
736,26.0,5,KEDİ,Re-introduction,22,1.0,0.2845550382278656,0.3228401558488055,0.0652651409971879,0.0592237429486706,0.26
737,26.0,5,KEDİ,Re-introduction,25,1.0,0.2035232426398004,0.2101693898691022,0.0811523419350203,0.0892257441131673,0.2
738,26.0,6,KEDİ,Introduction,1,1.0,0.850427331033067,0.9079326200931381,0.3056620209022576,0.2811213962142534,0.68
739,26.0,6,KEDİ,Re-introduction,5,2.0,0.4477435552835998,0.5143124635821906,0.074671573728279,0.07986177377402223,0.32
740,26.0,6,KEDİ,Re-introduction,9,1.0,0.26306777585592,0.2985475978688623,0.13568328894330406,0.0802561496085838,0.38
741,26.0,6,KEDİ,Re-introduction,14,1.0,0.3056756176577098,0.3275337090675942,0.0735611194194594,0.11315089408365815,0.22
742,26.0,8,KEDİ,Introduction,1,1.0,0.44294737252334954,0.5091545914488105,0.2275538862291642,0.1120550193272505,0.52
743,26.0,8,KEDİ,Re-introduction,9,0.0,0.25769341041785043,0.2901265161694608,0.162413530453214,0.1264871390605241,0.4
744,26.0,8,KEDİ,Re-introduction,13,1.0,0.2711126272855527,0.3053841070779547,0.09922513117137753,0.07428569696596789,0.34
745,26.0,8,KEDİ,Re-introduction,17,1.0,0.23385224936166682,0.24337549975638248,0.0757109527711258,0.0675872362643487,0.12
746,26.0,9,KEDİ,Introduction,1,1.0,0.7104156545878555,0.7447081812378895,0.30606689880131566,0.14050098624088994,1.36
747,26.0,10,KEDİ,Introduction,1,1.0,0.5812299554441589,0.6215253576483977,0.2521336404898475,0.13005885706900638,0.6
748,26.0,10,KEDİ,Re-introduction,5,1.0,0.394252953273995,0.4290304259923563,0.1337196434610186,0.07838353669623035,0.48
749,26.0,10,KEDİ,Re-introduction,9,2.0,0.2352306782403536,0.266494239943996,0.1786373569868582,0.07327991589289573,0.38
750,26.0,10,KEDİ,Re-introduction,14,1.0,0.1684890471492381,0.1841519183110152,0.1070739214417285,0.07193712498745669,0.38
751,26.0,10,KEDİ,Re-introduction,18,1.0,0.1477552422489914,0.1670318888517597,0.1064352078581477,0.056272867054302886,0.34
752,27.0,2,KEDİ,Introduction,1,0.0,1.0493168413238712,1.0786042019137452,0.2367050354042969,0.22310569610743294,0.62
753,27.0,7,KEDİ,Introduction,2,0.0,0.905231284515523,0.9552990800915562,0.1061140135502127,0.1944764318130406,0.32
754,28.0,1,FARE,Introduction,5,-2.0,0.7095876171662433,0.7672653028505267,0.13582849981667489,0.1176547064087876,0.36
755,28.0,1,FARE,Maintenance,7,3.0,0.6471001382679546,0.7183269620289789,0.11679416139664242,0.1232683930092734,0.44
756,28.0,1,FARE,Re-introduction,12,1.0,0.2768046697450185,0.2875354924477221,0.1087685773997982,0.0918195025158015,0.34
757,28.0,1,KEDİ,Introduction,1,0.0,1.186465221513255,1.2841684724320126,0.2162974717617375,0.33142825340525683,1.26
758,28.0,1,KEDİ,Re-introduction,8,1.0,0.40272710531579803,0.4275114519552027,0.07999282447904524,0.10422235308721024,0.46
759,28.0,1,KEDİ,Re-introduction,11,1.0,0.6833046018128109,0.7297532170453361,0.12616805153992425,0.1274153110099388,0.66
760,28.0,1,KEDİ,Re-introduction,13,1.0,0.3444182043226336,0.3691678764785053,0.1050103993929337,0.08220807733270044,0.48
761,28.0,2,KEDİ,Introduction,1,1.0,0.5547288378171528,0.5897267636519516,0.17556064453503534,0.1471429432640948,0.58
762,28.0,2,KEDİ,Re-introduction,3,2.0,0.7473975946391357,0.7796215161857589,0.1736481813721967,0.19913305891237304,0.9799999999999999
763,28.0,2,KEDİ,Re-introduction,8,1.0,0.2426299243084149,0.2423330961066893,0.0666214017581844,0.0836212148764345,0.34
764,28.0,3,FARE,Introduction,4,-2.0,0.6989816713328282,0.7480075724506378,0.29020863710678413,0.3573827389202644,0.4
765,28.0,3,FARE,Re-introduction,7,1.0,0.14743944906188192,0.1889250028268894,0.064456344069104,0.057168182074546374,0.18
766,28.0,3,KEDİ,Introduction,3,-1.0,1.1633795038726262,1.2180530972989942,0.2234905376832092,0.3830595210268242,0.5
767,28.0,3,KEDİ,Re-introduction,9,0.0,0.9843593833027068,1.0654051023761262,0.31542292780283193,0.2910764886245334,0.74
768,28.0,4,FARE,Introduction,2,0.0,0.866928522747183,0.9069764835122096,0.26511067844539093,0.2930139981140779,0.8400000000000001
